Match_addr,x,IN_City,score,IN_Address,IN_Postal,Subregion,y,Postal,PostalExt,ResultID,City
"145 Malbert St, Perris, California, 92570",-117.22628409800,Perris,100,145 Malbert St,92570,Riverside County,33.76657657030,92570,8624,2237,Perris
"353 W Perry St, Perris, California, 92571",-117.21828047100,Perris,100,353 Perry St,92571,Riverside County,33.84816568060,92571,9723,2261,Perris
"8350 Rex Rd, Pico Rivera, California, 90660",-118.10956620500,Pico Rivera,100,8350 Rex Rd,90660,Los Angeles County,33.98178775980,90660,3785,2294,Pico Rivera
"3251 de Forest Cir, Mira Loma, California, 91752",-117.52223987900,Jurupa Valley,98,3251 De Forest St,91752,Riverside County,34.02722354230,91752,3276,1488,Mira Loma
"11711 S Alameda St, Lynwood, California, 90262",-118.22526387800,Lynwood,100,11711 S Alameda St,90262,Los Angeles County,33.92696051580,90262,,1797,Lynwood
"4700 Gregg Rd, Pico Rivera, California, 90660",-118.07283167600,Pico Rivera,100,4700 Gregg Rd,90660,Los Angeles County,34.00123059000,90660,2162,2281,Pico Rivera
"6033 Bandini Blvd, Los Angeles, California, 90040",-118.15218147700,Los Angeles,100,6033 Bandini Blvd,90040,Los Angeles County,33.99053130020,90040,,1772,Los Angeles
"12100 Riverside Dr, Mira Loma, California, 91752",-117.54816401600,Jurupa Valley,100,12100 Riverside Dr,91752,Riverside County,34.01453899870,91752,1000,1480,Mira Loma
"3900 E 26th St, Los Angeles, California, 90058",-118.19355882600,Los Angeles,100,3900 E 26th St,90058,Los Angeles County,34.00742460690,90058,,1724,Los Angeles
"1515 Gage Rd, Montebello, California, 90640",-118.12199413700,Montebello,100,1515 Gage Rd,90640,Los Angeles County,33.98188360690,90640,6613,1820,Montebello
"20001 Ellipse, Foothill Ranch, California, 92610",-117.64903519200,Foothill Ranch,98,20001 Ellipse Dr,92610,Orange County,33.67187895980,92610,3001,1214,Foothill Ranch
"2900 Fruitland Ave, Los Angeles, California, 90058",-118.21519243400,Los Angeles,100,2900 Fruitland Ave,90058,Los Angeles County,33.99645298910,90058,,1703,Los Angeles
"4800 Gregg Rd, Pico Rivera, California, 90660",-118.07280584300,Pico Rivera,100,4800 Gregg Rd,90660,Los Angeles County,34.00073099230,90660,2107,2283,Pico Rivera
"1540 S Greenwood Ave, Montebello, California, 90640",-118.12622969300,Montebello,100,1540 S Greenwood Ave,90640,Los Angeles County,33.98311073570,90640,6536,1822,Montebello
"23400 Cactus Ave, Moreno Valley, California, 92553",-117.25464200500,Moreno Valley,100,23400 Cactus Ave,92553,Riverside County,33.91027751100,92553,8903,1862,Moreno Valley
"18511 S Broadwick St, Compton, California, 90220",-118.23217232600,Rancho Dominguez,100,18511 S Broadwick St,90220,Los Angeles County,33.86322724810,90220,6440,2462,Compton
"2700 E Imperial Hwy, Lynwood, California, 90262",-118.22170869400,Lynwood,100,2700 E Imperial Hwy,90262,Los Angeles County,33.92996257820,90262,4017,1803,Lynwood
"5102 Industry Ave, Pico Rivera, California, 90660",-118.09298998600,Pico Rivera,100,5102 Industry Ave,90660,Los Angeles County,34.00233000240,90660,2504,2285,Pico Rivera
"14001 Orange Ave, Paramount, California, 90723",-118.17626494800,Paramount,100,14001 Orange Ave,90723,Los Angeles County,33.90889147940,90723,2017,2227,Paramount
"9400 Hall Rd, Downey, California, 90241",-118.11757655200,Downey,100,9400 Hall Rd,90241,Los Angeles County,33.93002562630,90241,5365,1026,Downey
"11201 Iberia St, Mira Loma, California, 91752",-117.52907029200,Jurupa Valley,100,11201 Iberia St,91752,Riverside County,34.02294797540,91752,3280,1455,Mira Loma
"10220 San Sevaine Way, Mira Loma, California, 91752",-117.50826087700,Jurupa Valley,100,10220 San Sevaine Way,91752,Riverside County,34.01543904750,91752,1100,1440,Mira Loma
"15110 E Don Julian Rd, La Puente, California, 91746",-117.97138445300,La Puente,100,15110 E Don Julian Rd,91746,Los Angeles County,34.02269984850,91746,3303,1568,La Puente
"251 E Rider St, Perris, California, 92571",-117.22056034800,Perris,100,251 E Rider St,92571,Riverside County,33.83016512440,92571,,2249,Perris
"290 W Markham St, Perris, California, 92571",-117.23099861400,Perris,100,290 W Markham St,92571,Riverside County,33.85187260580,92571,,2252,Perris
"3500 Indian Ave, Perris, California, 92571",-117.23474319900,Perris,100,3500 Indian Ave,92571,Riverside County,33.83629820490,92571,3215,2260,Perris
"4901 Gregg Rd, Pico Rivera, California, 90660",-118.07313132900,Pico Rivera,100,4901 Gregg Rd,90660,Los Angeles County,33.99832512900,90660,2108,2284,Pico Rivera
"24312 Daytona Cv, Perris, California, 92570",-117.23824105100,Perris,100,24312 Daytona Cove,92570,Riverside County,33.80818597220,92570,6284,2248,Perris
"3401 Etiwanda Ave, Mira Loma, California, 91752",-117.53086078300,Jurupa Valley,100,3401 Etiwanda Ave,91752,Riverside County,34.02587392650,91752,1133,1493,Mira Loma
"14041 Rosecrans Ave, La Mirada, California, 90638",-118.03220155200,La Mirada,100,14041 Rosecrans Ave,90638,Los Angeles County,33.90255732250,90638,,1523,La Mirada
"16400 Trojan Way, La Mirada, California, 90638",-118.01581403100,La Mirada,100,16400 Trojan Way,90638,Los Angeles County,33.88284651740,90638,5630,1556,La Mirada
"7255 Rosemead Blvd, Pico Rivera, California, 90660",-118.10012910400,Pico Rivera,100,7255 Rosemead Blvd,90660,Los Angeles County,33.97919263880,90660,4047,2287,Pico Rivera
"278 W Markham St, Perris, California, 92571",-117.22101380900,Perris,100,278 W Markham St,92571,Riverside County,33.85186239330,92571,9742,2250,Perris
"Old Oleander Ave, Perris, California, 92570",-117.26447521000,Perris,87,17789 Old Oleander Blvd,92570,Riverside County,33.85889003230,92570,,2239,Perris
"3333 S Downey Rd, Los Angeles, California, 90058",-118.20607535500,Los Angeles,100,3333 Downey Rd,90058,Los Angeles County,34.01092639850,90058,4116,1714,Los Angeles
"11991 Landon Dr, Mira Loma, California, 91752",-117.54688286400,Jurupa Valley,100,11991 Landon Dr,91752,Riverside County,33.99831733930,91752,,1478,Mira Loma
"1901 California St, Redlands, California, 92374",-117.22621017000,Redlands,100,1901 California St,92374,San Bernardino County,34.08668120120,92374,5015,2510,Redlands
"11600 Alameda St, Lynwood, California, 90262",-118.22499192000,Lynwood,100,11600 Alameda St,90262,Los Angeles County,33.92915010290,90262,4003,1796,Lynwood
"15761 Tapia St, Baldwin Park, California, 91706",-117.93614814900,Irwindale,100,15761 Tapia St,91706,Los Angeles County,34.10158728440,91706,2177,1420,Baldwin Park
"10760 Tamarind Ave, Bloomington, California, 92316",-117.42259430600,Fontana,100,10760 Tamarind Ave,92337,San Bernardino County,34.05811839930,92316,2546,1085,Bloomington
"1935 E Via Arado, Compton, California, 90220",-118.23284849400,Rancho Dominguez,99,1935 Via Arado,90220,Los Angeles County,33.84851616990,90220,6102,2472,Compton
"825 S Vail Ave, Montebello, California, 90640",-118.12490785400,Montebello,100,825 S Vail Ave,90640,Los Angeles County,34.00152705800,90640,5417,1836,Montebello
"14407 Alondra Blvd, La Mirada, California, 90638",-118.02447605800,La Mirada,100,14407 Alondra Blvd,90638,Los Angeles County,33.88805205650,90638,5504,1529,La Mirada
"27517 Pioneer Ave, Redlands, California, 92374",-117.20420398600,Redlands,100,27517 Pioneer Ave,92374,San Bernardino County,34.07812700800,92374,1501,2544,Redlands
"11865 Cantu Galleano Ranch Rd, Mira Loma, California, 91752",-117.54190942100,Jurupa Valley,100,11865 Cantu-Galleano Ranch Rd,91752,Riverside County,34.00427065140,91752,,1474,Mira Loma
"9220 Hall Rd, Downey, California, 90241",-118.12193086500,Downey,100,9220 Hall Rd,90241,Los Angeles County,33.93151276390,90241,5308,1024,Downey
"8700 Rex Rd, Pico Rivera, California, 90660",-118.10525312900,Pico Rivera,100,8700 Rex Rd,90660,Los Angeles County,33.97946521830,90660,3780,2302,Pico Rivera
"901 Union St, Montebello, California, 90640",-118.12518035000,Montebello,100,901 Union St,90640,Los Angeles County,33.98031384400,90640,6524,1837,Montebello
"8905 Rex Rd, Pico Rivera, California, 90660",-118.10224067300,Pico Rivera,100,8905 Rex Rd,90660,Los Angeles County,33.97788305020,90660,3799,2306,Pico Rivera
"19007 S Reyes Ave, Compton, California, 90221",-118.21105764800,Rancho Dominguez,100,19007 S Reyes Ave,90221,Los Angeles County,33.85765545770,90221,5813,2469,Compton
"8500 Rex Rd, Pico Rivera, California, 90660",-118.10738448000,Pico Rivera,100,8500 Rex Rd,90660,Los Angeles County,33.98060394170,90660,3779,2297,Pico Rivera
"2331 E Pacifica Pl, Compton, California, 90220",-118.22538449300,Rancho Dominguez,100,2331 E Pacifica Pl,90220,Los Angeles County,33.84853071250,90220,,2486,Compton
"1430 S Eastman Ave, Los Angeles, California, 90023",-118.18617252500,Los Angeles,100,1430 S Eastman Ave,90023,Los Angeles County,34.01444298400,90023,,1654,Los Angeles
"3104 E Ana St, Compton, California, 90221",-118.20662337100,Rancho Dominguez,100,3104 E Ana St,90221,Los Angeles County,33.86155747250,90221,5607,2494,Compton
"2902 E Val Verde Ct, Compton, California, 90221",-118.20896443400,Rancho Dominguez,100,2902 Val Verde Ct,90221,Los Angeles County,33.85178275980,90221,5702,2490,Compton
"8525 Rex Rd, Pico Rivera, California, 90660",-118.10728688500,Pico Rivera,100,8525 Rex Rd,90660,Los Angeles County,33.98065157600,90660,6702,2298,Pico Rivera
"7107 Telegraph Rd, Montebello, California, 90640",-118.13361883100,Montebello,100,7107 Telegraph Rd,90640,Los Angeles County,33.98504119550,90640,6511,1831,Montebello
"2960 E Victoria St, Compton, California, 90221",-118.21030035000,Rancho Dominguez,100,2960 E Victoria St,90221,Los Angeles County,33.86487393980,90221,5615,2492,Compton
"7875 Telegraph Rd, Pico Rivera, California, 90660",-118.11958978800,Pico Rivera,100,7875 Telegraph Rd,90660,Los Angeles County,33.97130321430,90660,4800,2289,Pico Rivera
"4150 Patterson Ave, Perris, California, 92571",-117.25066106200,Perris,100,4150 Patterson Ave,92571,Riverside County,33.84813669270,92571,,2272,Perris
"2140 E University Dr, Compton, California, 90220",-118.22699725500,Rancho Dominguez,100,2140 E University Dr,90220,Los Angeles County,33.85828448170,90220,6412,2483,Compton
"12150 Alameda St, Lynwood, California, 90262",-118.22396183300,Lynwood,99,12150 S Alameda St,90262,Los Angeles County,33.92199868050,90262,4005,1800,Lynwood
"1620 S Greenwood Ave, Montebello, California, 90640",-118.12710643000,Montebello,100,1620 S Greenwood Ave,90640,Los Angeles County,33.98191641570,90640,6538,1824,Montebello
"1950 Palmetto Ave, Redlands, California, 92374",-117.21839999700,Redlands,100,1950 Palmetto Ave,92374,San Bernardino County,34.08482745950,92374,5021,2511,Redlands
"30322 Esperanza, Rancho Santa Margarita, California, 92688",-117.60095257200,Rancho Santa Margarita,100,30322 Esperanza,92688,Orange County,33.63234269600,92688,2137,2498,Rancho Santa Margarita
"19914 S Via Baron, Compton, California, 90220",-118.22916020600,Rancho Dominguez,99,19914 Via Baron,90220,Los Angeles County,33.85026564070,90220,6104,2476,Compton
"4120 Indian Ave, Perris, California, 92571",-117.23055973600,Perris,98,4120 Indian St,92571,Riverside County,33.84541469680,92571,7413,2270,Perris
"7185 Rosemead Blvd, Pico Rivera, California, 90660",-118.09918615200,Pico Rivera,100,7185 Rosemead Blvd,90660,Los Angeles County,33.98054579390,90660,3872,2286,Pico Rivera
"1150 S Taylor Ave, Montebello, California, 90640",-118.12315846700,Montebello,100,1150 S Taylor Ave,90640,Los Angeles County,33.99298346790,90640,6023,1815,Montebello
"26950 San Bernardino Ave, Redlands, California, 92374",-117.21649504100,Redlands,100,26950 San Bernardino Ave,92374,San Bernardino County,34.07961399950,92374,5022,2538,Redlands
"23129 Cajalco Rd, Perris, California, 92570",-117.25832124100,Perris,100,23129 Cajalco Rd,92570,Riverside County,33.83740365220,92570,7298,2245,Perris
"18310 Harvill Ave, Perris, California, 92570",-117.26070673100,Perris,100,18310 Harvill Ave,92570,Riverside County,33.85325341200,92570,5665,2240,Perris
"8001 Telegraph Rd, Pico Rivera, California, 90660",-118.11602496500,Pico Rivera,100,8001 Telegraph Rd,90660,Los Angeles County,33.97113000230,90660,,2290,Pico Rivera
"4444 Ayers Ave, Los Angeles, California, 90058",-118.18229346500,Los Angeles,100,4444 Ayers Ave,90058,Los Angeles County,33.99864883810,90058,4317,1740,Los Angeles
"14001 Garfield Ave, Paramount, California, 90723",-118.17203896000,Paramount,99,14001 S Garfield Ave,90723,Los Angeles County,33.90782798360,90723,2137,2228,Paramount
"5692 Fresca Dr, La Palma, California, 90623",-118.03397300600,La Palma,100,5692 Fresca Dr,90623,Orange County,33.86263246830,90623,1048,1564,La Palma
"9935 Beverly Blvd, Pico Rivera, California, 90660",-118.06576070300,Pico Rivera,100,9935 Beverly Blvd,90660,Los Angeles County,34.00569152270,90660,1812,2307,Pico Rivera
"4120 Indian Ave, Perris, California, 92571",-117.23055973600,Perris,98,4120 Indian St,92571,Riverside County,33.84541469680,92571,7413,2271,Perris
"2200 W San Bernardino Ave, Redlands, California, 92374",-117.23130796000,Redlands,100,2200 W San Bernardino Ave,92374,San Bernardino County,34.07951500920,92374,5008,2515,Redlands
"9441 Opal Ave, Mentone, California, 92359",-117.13509327400,Mentone,99,9441 N Opal Ave,92359,San Bernardino County,34.08174839090,92359,9900,1807,Mentone
"4565 Redlands Ave, Perris, California, 92571",-117.21683442500,Perris,100,4565 Redlands Ave,92571,Riverside County,33.85718360260,92571,8900,2277,Perris
"20001 S Rancho Way, Compton, California, 90220",-118.22246935100,Rancho Dominguez,100,20001 S Rancho Way,90220,Los Angeles County,33.84970795080,90220,6318,2477,Compton
"22722 Harley Knox Blvd, Perris, California, 92570",-117.26677481000,Perris,100,22722 Harley Knox Blvd,92571,Riverside County,33.86256201840,92570,9557,2242,Perris
"2588 Industry Way, Lynwood, California, 90262",-118.22727620500,Lynwood,100,2588 Industry Way,90262,Los Angeles County,33.92371738980,90262,4015,1802,Lynwood
"3025 E Victoria St, Compton, California, 90221",-118.20716712700,Rancho Dominguez,100,3025 Victoria St,90221,Los Angeles County,33.86493556340,90221,5616,2493,Compton
"2001 E Dominguez St, Long Beach, California, 90810",-118.23337898500,Long Beach,100,2001 E Dominguez St,90810,Los Angeles County,33.83923752880,90810,,1588,Long Beach
"800 Union St, Montebello, California, 90640",-118.12521667000,Montebello,100,800 Union St,90640,Los Angeles County,33.98042273330,90640,,1835,Montebello
"5750 Grace Pl, Los Angeles, California, 90022",-118.14768299400,Commerce,100,5750 Grace Pl,90022,Los Angeles County,34.01661255580,90022,4121,789,Los Angeles
"490 Nevada St, Redlands, California, 92373",-117.21741964900,Redlands,100,490 Nevada St,92373,San Bernardino County,34.05872302780,92373,4244,2548,Redlands
"11040 Inland Ave, Mira Loma, California, 91752",-117.52514303500,Jurupa Valley,100,11040 Inland Ave,91752,Riverside County,34.03030250870,91752,1154,1451,Mira Loma
"1 Minson Way, Montebello, California, 90640",-118.12593497200,Montebello,100,1 Minson Way,90640,Los Angeles County,33.98862010050,90640,6744,1814,Montebello
"3700 Indian Ave, Perris, California, 92571",-117.23459986800,Perris,100,3700 Indian Ave,92571,Riverside County,33.83854560270,92571,3172,2264,Perris
"707 E 4th St, Perris, California, 92570",-117.21633310300,Perris,100,707 E 4th St,92570,Riverside County,33.78235256940,92570,2205,2280,Perris
"4413 Patterson Ave, Perris, California, 92571",-117.25248089100,Perris,100,4413 Patterson Ave,92571,Riverside County,33.85211304350,92571,,2275,Perris
"4380 Ayers Ave, Los Angeles, California, 90058",-118.18418819400,Los Angeles,100,4380 Ayers Ave,90058,Los Angeles County,33.99928963460,90058,4306,1737,Los Angeles
"11852 Alameda St, Lynwood, California, 90262",-118.22423282000,Lynwood,100,11852 Alameda St,90262,Los Angeles County,33.92379546720,90262,4019,1799,Lynwood
"4605 S Alameda St, Los Angeles, California, 90058",-118.23902059300,Los Angeles,100,4605 S Alameda St,90058,Los Angeles County,34.00130778740,90058,2012,1746,Los Angeles
"8460 Whittier Blvd, Pico Rivera, California, 90660",-118.09242202800,Pico Rivera,99,8460 E Whittier Blvd,90660,Los Angeles County,34.00387801420,90660,,2295,Pico Rivera
"501 Harley Knox Blvd, Perris, California, 92571",-117.24050902600,Perris,100,501 Harley Knox Blvd,92571,Riverside County,33.85721252010,92571,9707,2278,Perris
"4378 N Perris Blvd, Perris, California, 92571",-117.22619315500,Perris,100,4378 N Perris Blvd,92571,Riverside County,33.84948696190,92571,7900,2274,Perris
"1501 S Greenwood Ave, Montebello, California, 90640",-118.12659203900,Montebello,100,1501 Greenwood Ave,90640,Los Angeles County,33.98320301700,90640,6535,1819,Montebello
"18615 S Ferris Pl, Compton, California, 90220",-118.22840583400,Rancho Dominguez,100,18615 S Ferris Pl,90220,Los Angeles County,33.86177051530,90220,6452,2466,Compton
"19801 S Santa Fe Ave, Compton, California, 90221",-118.21291450400,Rancho Dominguez,100,19801 S Santa Fe Ave,90221,Los Angeles County,33.85159858300,90221,5915,2475,Compton
"1220 Washington Blvd, Montebello, California, 90640",-118.12109174100,Montebello,99,1220 W Washington Blvd,90640,Los Angeles County,33.99589295220,90640,6014,1816,Montebello
"8820 Mercury Ln, Pico Rivera, California, 90660",-118.10106678800,Pico Rivera,100,8820 Mercury Ln,90660,Los Angeles County,33.98112592470,90660,6706,2304,Pico Rivera
"24201 Orange Ave, Perris, California, 92570",-117.24004886000,Perris,100,24201 Orange Ave,92570,Riverside County,33.81575248380,92570,7396,2247,Perris
